district,amphoe,province,zipcode,district_code,amphoe_code,province_code
บางหิน,กะเปอร์,ระนอง,85120,850305,8503,85
บ้านนา,กะเปอร์,ระนอง,85120,850304,8503,85
ม่วงกลวง,กะเปอร์,ระนอง,85120,850301,8503,85
เชี่ยวเหลียง,กะเปอร์,ระนอง,85120,850303,8503,85
บางพระเหนือ,ละอุ่น,ระนอง,85130,850204,8502,85
บางพระใต้,ละอุ่น,ระนอง,85130,850203,8502,85
บางแก้ว,ละอุ่น,ระนอง,85130,850205,8502,85
ละอุ่นเหนือ,ละอุ่น,ระนอง,85130,850202,8502,85
ละอุ่นใต้,ละอุ่น,ระนอง,85130,850201,8502,85
ในวงเหนือ,ละอุ่น,ระนอง,85130,850206,8502,85
ในวงใต้,ละอุ่น,ระนอง,85130,850207,8502,85
กำพวน,สุขสำราญ,ระนอง,85120,850307,8505,85
นาคา,สุขสำราญ,ระนอง,85120,850306,8505,85
ทรายแดง,เมืองระนอง,ระนอง,85130,850108,8501,85
บางนอน,เมืองระนอง,ระนอง,85000,850106,8501,85
บางริ้น,เมืองระนอง,ระนอง,85000,850104,8501,85
ปากน้ำ,เมืองระนอง,ระนอง,85000,850105,8501,85
ราชกรูด,เมืองระนอง,ระนอง,85000,850102,8501,85
หงาว,เมืองระนอง,ระนอง,85000,850103,8501,85
หาดส้มแป้น,เมืองระนอง,ระนอง,85000,850107,8501,85
เกาะพยาม,เมืองระนอง,ระนอง,85000,850109,8501,85
เขานิเวศน์,เมืองระนอง,ระนอง,85000,850101,8501,85
นิคมพัฒนา,นิคมพัฒนา,ระยอง,21180,210510,2108,21
พนานิคม,นิคมพัฒนา,ระยอง,21180,210509,2108,21
มะขามคู่,นิคมพัฒนา,ระยอง,21180,210511,2108,21
มาบข่า,นิคมพัฒนา,ระยอง,21180,210508,2108,21
ชากบก,บ้านค่าย,ระยอง,21120,210507,2105,21
ตาขัน,บ้านค่าย,ระยอง,21120,210504,2105,21
บางบุตร,บ้านค่าย,ระยอง,21120,210505,2105,21
บ้านค่าย,บ้านค่าย,ระยอง,21120,210501,2105,21
หนองตะพาน,บ้านค่าย,ระยอง,21120,210503,2105,21
หนองบัว,บ้านค่าย,ระยอง,21120,210506,2105,21
หนองละลอก,บ้านค่าย,ระยอง,21120,210502,2105,21
บ้านฉาง,บ้านฉาง,ระยอง,21130,210203,2102,21
พลา,บ้านฉาง,ระยอง,21130,210199,2102,21
สำนักท้อน,บ้านฉาง,ระยอง,21130,210198,2102,21
ตาสิทธิ์,ปลวกแดง,ระยอง,21140,210598,2106,21
ปลวกแดง,ปลวกแดง,ระยอง,21140,210599,2106,21
มาบยางพร,ปลวกแดง,ระยอง,21140,210595,2106,21
ละหาร,ปลวกแดง,ระยอง,21140,210597,2106,21
หนองไร่,ปลวกแดง,ระยอง,21140,210594,2106,21
แม่น้ำคู้,ปลวกแดง,ระยอง,21140,210596,2106,21
ชุมแสง,วังจันทร์,ระยอง,21210,210398,2104,21
ป่ายุบใน,วังจันทร์,ระยอง,21210,210403,2104,21
พลงตาเอี่ยม,วังจันทร์,ระยอง,21210,210404,2104,21
วังจันทร์,วังจันทร์,ระยอง,21210,210399,2104,21
ชำฆ้อ,เขาชะเมา,ระยอง,21110,210315,2107,21
น้ำเป็น,เขาชะเมา,ระยอง,21110,210314,2107,21
ห้วยทับมอญ,เขาชะเมา,ระยอง,21110,210316,2107,21
เขาน้อย,เขาชะเมา,ระยอง,21110,210319,2107,21
กะเฉด,เมืองระยอง,ระยอง,21100,210110,2101,21
ตะพง,เมืองระยอง,ระยอง,21000,210103,2101,21
ทับมา,เมืองระยอง,ระยอง,21000,210111,2101,21
ท่าประดู่,เมืองระยอง,ระยอง,21000,210101,2101,21
นาตาขวัญ,เมืองระยอง,ระยอง,21000,210108,2101,21
น้ำคอก,เมืองระยอง,ระยอง,21000,210112,2101,21
บ้านแลง,เมืองระยอง,ระยอง,21000,210107,2101,21
ปากน้ำ,เมืองระยอง,ระยอง,21000,210104,2101,21
มาบตาพุด,เมืองระยอง,ระยอง,21150,210114,2101,21
สำนักทอง,เมืองระยอง,ระยอง,21100,210115,2101,21
ห้วยโป่ง,เมืองระยอง,ระยอง,21150,210113,2101,21
เชิงเนิน,เมืองระยอง,ระยอง,21000,210102,2101,21
เนินพระ,เมืองระยอง,ระยอง,21000,210109,2101,21
เนินพระ,เมืองระยอง,ระยอง,21150,210109,2101,21
เพ,เมืองระยอง,ระยอง,21160,210105,2101,21
แกลง,เมืองระยอง,ระยอง,21160,210106,2101,21
กระแสบน,แกลง,ระยอง,21110,210307,2103,21
กร่ำ,แกลง,ระยอง,21190,210305,2103,21
กองดิน,แกลง,ระยอง,22160,210310,2103,21
คลองปูน,แกลง,ระยอง,21170,210311,2103,21
ชากพง,แกลง,ระยอง,21190,210306,2103,21
ชากโดน,แกลง,ระยอง,21110,210303,2103,21
ทางเกวียน,แกลง,ระยอง,21110,210301,2103,21
ทุ่งควายกิน,แกลง,ระยอง,21110,210309,2103,21
บ้านนา,แกลง,ระยอง,21110,210308,2103,21
ปากน้ำกระแส,แกลง,ระยอง,21170,210313,2103,21
พังราด,แกลง,ระยอง,21170,210312,2103,21
วังหว้า,แกลง,ระยอง,21110,210302,2103,21
สองสลึง,แกลง,ระยอง,21110,210318,2103,21
ห้วยยาง,แกลง,ระยอง,21110,210317,2103,21
เนินฆ้อ,แกลง,ระยอง,21110,210304,2103,21
จอมบึง,จอมบึง,ราชบุรี,70150,700201,7002,70
ด่านทับตะโก,จอมบึง,ราชบุรี,70150,700204,7002,70
ปากช่อง,จอมบึง,ราชบุรี,70150,700202,7002,70
รางบัว,จอมบึง,ราชบุรี,70150,700206,7002,70
เบิกไพร,จอมบึง,ราชบุรี,70150,700203,7002,70
แก้มอ้น,จอมบึง,ราชบุรี,70150,700205,7002,70
ขุนพิทักษ์,ดำเนินสะดวก,ราชบุรี,70130,700412,7004,70
ดอนกรวย,ดำเนินสะดวก,ราชบุรี,70130,700405,7004,70
ดอนคลัง,ดำเนินสะดวก,ราชบุรี,70130,700406,7004,70
ดอนไผ่,ดำเนินสะดวก,ราชบุรี,70130,700413,7004,70
ดำเนินสะดวก,ดำเนินสะดวก,ราชบุรี,70130,700401,7004,70
ตาหลวง,ดำเนินสะดวก,ราชบุรี,70130,700404,7004,70
ท่านัด,ดำเนินสะดวก,ราชบุรี,70130,700411,7004,70
บัวงาม,ดำเนินสะดวก,ราชบุรี,70210,700407,7004,70
บ้านไร่,ดำเนินสะดวก,ราชบุรี,70130,700122,7004,70
ประสาทสิทธิ์,ดำเนินสะดวก,ราชบุรี,70210,700402,7004,70
ศรีสุราษฎร์,ดำเนินสะดวก,ราชบุรี,70130,700403,7004,70
สี่หมื่น,ดำเนินสะดวก,ราชบุรี,70130,700410,7004,70
แพงพวย,ดำเนินสะดวก,ราชบุรี,70130,700409,7004,70
ดอนคา,บางแพ,ราชบุรี,70160,700606,7006,70
ดอนใหญ่,บางแพ,ราชบุรี,70160,700605,7006,70
บางแพ,บางแพ,ราชบุรี,70160,700601,7006,70
วังเย็น,บางแพ,ราชบุรี,70160,700602,7006,70
วัดแก้ว,บางแพ,ราชบุรี,70160,700604,7006,70
หัวโพ,บางแพ,ราชบุรี,70160,700603,7006,70
โพหัก,บางแพ,ราชบุรี,70160,700607,7006,70
บ้านคา,บ้านคา,ราชบุรี,70180,700305,7010,70
บ้านบึง,บ้านคา,ราชบุรี,70180,700303,7010,70
หนองพันจันทร์,บ้านคา,ราชบุรี,70180,700306,7010,70
กรับใหญ่,บ้านโป่ง,ราชบุรี,70190,700503,7005,70
คุ้งพยอม,บ้านโป่ง,ราชบุรี,70110,700511,7005,70
ดอนกระเบื้อง,บ้านโป่ง,ราชบุรี,70110,700507,7005,70
ท่าผา,บ้านโป่ง,ราชบุรี,70110,700502,7005,70
